-12.25,5.0
-11.25,5.0
-11.25,10.0
-12.25,10.0
//
-7.5,10.0
-7.5,5.0
1.0,5.0
1.0,5.75
-6.5,5.75
-6.5,7.25
1.0,7.25
1.0,7.75
-6.5,7.75
-6.5,9.25
1.0,9.25
1.0,10.0
//
5.0,2.5
5.0,0.5
3.0,0.5
3.0,-0.5
5.5,-0.5
5.5,2.0
6.5,2.0
6.5,-0.5
9.0,-0.5
9.0,0.5
7.0,0.5
7.0,2.5
//
-7.0,-6.0
-7.0,-8.0
-5.0,-8.0
-5.0,-6.0
//
-8.0,-9.0
-13.0,-13.0
-12.5,-14.0
-7.5,-10.0
//
6.2,-11.0
6.0,-12.0
7.0,-12.0
7.0,-12.3
8.8,-13.0
8.4,-12.0
10.0,-11.7
9.8,-11.0
9.0,-10.6
9.4,-10.0
10.0,-10.1
7.0,-9.0
6.8,-10.0
8.0,-10.0
7.0,-11.0
